split,segment_name,waymo_weather,predicted_weather,prediction_confidence,prob_sun_clear,prob_cloudy,prob_foggy,prob_rain,prob_snow,location,time_of_day,total_frames,labeled_frames,date,day_of_week,hour_of_day,local_time,tfrecord
val,17626999143001784258_2760_000_2780_000,sunny,rain/storm,0.7744,0.0004,0.0096,0.0087,0.7744,0.2069,location_sf,Day,198,30,2018-11-26,Monday,10,10:32:40,segment-17626999143001784258_2760_000_2780_000_with_camera_labels.tfrecord
val,17694030326265859208_2340_000_2360_000,sunny,rain/storm,0.8125,0.0001,0.0017,0.0023,0.8125,0.1833,location_sf,Dawn/Dusk,192,30,2019-05-06,Monday,19,19:55:31,segment-17694030326265859208_2340_000_2360_000_with_camera_labels.tfrecord
val,17703234244970638241_220_000_240_000,sunny,rain/storm,0.3756,0.3156,0.087,0.0153,0.3756,0.2065,location_sf,Day,198,20,2019-03-15,Friday,16,16:23:30,segment-17703234244970638241_220_000_240_000_with_camera_labels.tfrecord
val,17763730878219536361_3144_635_3164_635,sunny,rain/storm,0.4916,0.0103,0.058,0.0705,0.4916,0.3695,location_phx,Dawn/Dusk,198,30,2017-10-14,Saturday,17,17:43:12,segment-17763730878219536361_3144_635_3164_635_with_camera_labels.tfrecord
val,17791493328130181905_1480_000_1500_000,sunny,rain/storm,0.9586,0.0045,0.012,0.0069,0.9586,0.018,location_sf,Dawn/Dusk,196,30,2018-11-29,Thursday,17,17:16:56,segment-17791493328130181905_1480_000_1500_000_with_camera_labels.tfrecord
val,17860546506509760757_6040_000_6060_000,sunny,rain/storm,0.9699,0.0004,0.0059,0.0022,0.9699,0.0217,location_sf,Day,199,30,2019-05-08,Wednesday,7,07:51:46,segment-17860546506509760757_6040_000_6060_000_with_camera_labels.tfrecord
val,17962792089966876718_2210_933_2230_933,sunny,sun/clear,0.9694,0.9694,0.0103,0.0011,0.0095,0.0098,location_phx,Day,199,30,2017-10-27,Friday,14,14:42:40,segment-17962792089966876718_2210_933_2230_933_with_camera_labels.tfrecord
val,18024188333634186656_1566_600_1586_600,sunny,rain/storm,0.6588,0.0427,0.2145,0.0812,0.6588,0.0027,location_phx,Night,198,20,2017-10-14,Saturday,20,20:29:01,segment-18024188333634186656_1566_600_1586_600_with_camera_labels.tfrecord
val,18045724074935084846_6615_900_6635_900,sunny,sun/clear,0.9879,0.9879,0.008,0.0002,0.0016,0.0024,location_phx,Day,199,30,2017-11-12,Sunday,11,11:07:53,segment-18045724074935084846_6615_900_6635_900_with_camera_labels.tfrecord
val,18252111882875503115_378_471_398_471,sunny,sun/clear,0.7131,0.7131,0.0319,0.013,0.1056,0.1364,location_phx,Day,198,30,2017-10-27,Friday,10,10:39:04,segment-18252111882875503115_378_471_398_471_with_camera_labels.tfrecord
val,18305329035161925340_4466_730_4486_730,sunny,rain/storm,0.5708,0.098,0.2069,0.1187,0.5708,0.0055,location_phx,Night,197,30,2018-01-23,Tuesday,19,19:40:30,segment-18305329035161925340_4466_730_4486_730_with_camera_labels.tfrecord
val,18331704533904883545_1560_000_1580_000,sunny,rain/storm,0.8341,0.0174,0.0452,0.0249,0.8341,0.0783,location_sf,Day,198,30,2019-03-25,Monday,9,09:42:38,segment-18331704533904883545_1560_000_1580_000_with_camera_labels.tfrecord
val,18333922070582247333_320_280_340_280,sunny,sun/clear,0.9379,0.9379,0.0196,0.0013,0.0317,0.0095,location_phx,Day,198,40,2017-10-06,Friday,14,14:45:18,segment-18333922070582247333_320_280_340_280_with_camera_labels.tfrecord
val,18446264979321894359_3700_000_3720_000,sunny,rain/storm,0.6662,0.0408,0.1004,0.0032,0.6662,0.1894,location_sf,Day,199,20,2019-05-07,Tuesday,15,15:21:57,segment-18446264979321894359_3700_000_3720_000_with_camera_labels.tfrecord
val,1906113358876584689_1359_560_1379_560,sunny,rain/storm,0.4733,0.0321,0.3065,0.1203,0.4733,0.0677,location_other,Day,199,40,2018-03-25,Sunday,12,12:42:07,segment-1906113358876584689_1359_560_1379_560_with_camera_labels.tfrecord
val,191862526745161106_1400_000_1420_000,sunny,rain/storm,0.8009,0.0007,0.0594,0.1346,0.8009,0.0044,location_sf,Day,199,30,2019-02-13,Wednesday,10,10:19:25,segment-191862526745161106_1400_000_1420_000_with_camera_labels.tfrecord
val,1943605865180232897_680_000_700_000,sunny,rain/storm,0.7447,0.0495,0.1565,0.0036,0.7447,0.0457,location_sf,Day,199,20,2019-05-29,Wednesday,16,16:00:21,segment-1943605865180232897_680_000_700_000_with_camera_labels.tfrecord
val,2094681306939952000_2972_300_2992_300,sunny,sun/clear,0.9678,0.9678,0.0155,0.0009,0.0043,0.0115,location_phx,Day,199,30,2017-10-10,Tuesday,11,11:02:40,segment-2094681306939952000_2972_300_2992_300_with_camera_labels.tfrecord
val,2105808889850693535_2295_720_2315_720,sunny,sun/clear,0.9226,0.9226,0.0216,0.0046,0.0246,0.0267,location_phx,Day,198,40,2017-11-19,Sunday,15,15:05:11,segment-2105808889850693535_2295_720_2315_720_with_camera_labels.tfrecord
val,2308204418431899833_3575_000_3595_000,sunny,rain/storm,0.464,0.005,0.0291,0.0886,0.464,0.4133,location_other,Day,196,40,2018-03-20,Tuesday,8,08:50:36,segment-2308204418431899833_3575_000_3595_000_with_camera_labels.tfrecord
val,2335854536382166371_2709_426_2729_426,sunny,sun/clear,0.9624,0.9624,0.0136,0.001,0.0056,0.0174,location_other,Day,197,39,2017-10-06,Friday,15,15:50:42,segment-2335854536382166371_2709_426_2729_426_with_camera_labels.tfrecord
val,2367305900055174138_1881_827_1901_827,sunny,sun/clear,0.4506,0.4506,0.2644,0.0167,0.1705,0.0977,location_phx,Day,197,30,2017-12-10,Sunday,11,11:24:02,segment-2367305900055174138_1881_827_1901_827_with_camera_labels.tfrecord
val,2506799708748258165_6455_000_6475_000,sunny,foggy/hazy,0.6119,0.0417,0.2759,0.6119,0.0405,0.03,location_phx,Day,199,30,2018-04-12,Thursday,12,12:35:07,segment-2506799708748258165_6455_000_6475_000_with_camera_labels.tfrecord
val,2551868399007287341_3100_000_3120_000,sunny,sun/clear,0.5333,0.5333,0.2167,0.0045,0.1661,0.0794,location_sf,Day,199,30,2019-05-21,Tuesday,12,12:04:48,segment-2551868399007287341_3100_000_3120_000_with_camera_labels.tfrecord
val,260994483494315994_2797_545_2817_545,sunny,sun/clear,0.9116,0.9116,0.0376,0.0169,0.0179,0.0159,location_phx,Day,199,50,2017-10-05,Thursday,13,13:18:54,segment-260994483494315994_2797_545_2817_545_with_camera_labels.tfrecord
val,2624187140172428292_73_000_93_000,sunny,rain/storm,0.4272,0.0058,0.0628,0.3721,0.4272,0.132,location_phx,Day,199,30,2018-02-14,Wednesday,17,17:06:09,segment-2624187140172428292_73_000_93_000_with_camera_labels.tfrecord
val,271338158136329280_2541_070_2561_070,sunny,sun/clear,0.9833,0.9833,0.0116,0.0004,0.0024,0.0023,location_phx,Day,199,30,2017-10-22,Sunday,9,09:54:16,segment-271338158136329280_2541_070_2561_070_with_camera_labels.tfrecord
val,272435602399417322_2884_130_2904_130,sunny,rain/storm,0.788,0.0569,0.0148,0.0087,0.788,0.1316,location_phx,Day,197,29,2017-10-25,Wednesday,16,16:56:59,segment-272435602399417322_2884_130_2904_130_with_camera_labels.tfrecord
val,2736377008667623133_2676_410_2696_410,sunny,sun/clear,0.9874,0.9874,0.0057,0.0004,0.0037,0.0028,location_phx,Day,197,30,2017-11-26,Sunday,11,11:38:16,segment-2736377008667623133_2676_410_2696_410_with_camera_labels.tfrecord
val,2834723872140855871_1615_000_1635_000,sunny,sun/clear,0.9832,0.9832,0.0106,0.0009,0.0034,0.0018,location_phx,Day,198,30,2017-10-02,Monday,10,10:37:53,segment-2834723872140855871_1615_000_1635_000_with_camera_labels.tfrecord
val,3015436519694987712_1300_000_1320_000,sunny,rain/storm,0.6949,0.0004,0.0072,0.0062,0.6949,0.2914,location_sf,Day,199,30,2019-02-01,Friday,11,11:42:54,segment-3015436519694987712_1300_000_1320_000_with_camera_labels.tfrecord
val,3039251927598134881_1240_610_1260_610,sunny,sun/clear,0.8317,0.8317,0.0571,0.0068,0.0873,0.0171,location_phx,Day,198,20,2017-10-05,Thursday,16,16:31:47,segment-3039251927598134881_1240_610_1260_610_with_camera_labels.tfrecord
val,3077229433993844199_1080_000_1100_000,sunny,rain/storm,0.8662,0.0032,0.0173,0.0019,0.8662,0.1115,location_sf,Day,199,30,2019-03-22,Friday,9,09:19:01,segment-3077229433993844199_1080_000_1100_000_with_camera_labels.tfrecord
val,30779396576054160_1880_000_1900_000,sunny,rain/storm,0.8201,0.0001,0.0023,0.0036,0.8201,0.174,location_sf,Day,198,30,2019-05-14,Tuesday,7,07:44:32,segment-30779396576054160_1880_000_1900_000_with_camera_labels.tfrecord
val,3126522626440597519_806_440_826_440,sunny,sun/clear,0.8722,0.8722,0.0643,0.0072,0.0395,0.0167,location_phx,Day,198,30,2017-11-18,Saturday,16,16:15:55,segment-3126522626440597519_806_440_826_440_with_camera_labels.tfrecord
val,346889320598157350_798_187_818_187,sunny,sun/clear,0.8433,0.8433,0.0809,0.0036,0.0637,0.0085,location_phx,Day,199,30,2017-11-08,Wednesday,14,14:44:21,segment-346889320598157350_798_187_818_187_with_camera_labels.tfrecord
val,3577352947946244999_3980_000_4000_000,sunny,rain/storm,0.945,0.0005,0.0078,0.0034,0.945,0.0434,location_sf,Day,199,30,2019-05-14,Tuesday,8,08:19:32,segment-3577352947946244999_3980_000_4000_000_with_camera_labels.tfrecord
val,3651243243762122041_3920_000_3940_000,sunny,rain/storm,0.9234,0.0002,0.005,0.0026,0.9234,0.0688,location_sf,Day,198,30,2019-03-26,Tuesday,8,08:21:57,segment-3651243243762122041_3920_000_3940_000_with_camera_labels.tfrecord
val,366934253670232570_2229_530_2249_530,sunny,sun/clear,0.6942,0.6942,0.0377,0.0054,0.1933,0.0695,location_phx,Day,198,20,2017-10-25,Wednesday,16,16:46:04,segment-366934253670232570_2229_530_2249_530_with_camera_labels.tfrecord
val,3731719923709458059_1540_000_1560_000,sunny,rain/storm,0.6907,0.0186,0.2128,0.005,0.6907,0.0729,location_sf,Day,198,30,2019-03-25,Monday,9,09:42:18,segment-3731719923709458059_1540_000_1560_000_with_camera_labels.tfrecord
val,3915587593663172342_10_000_30_000,sunny,sun/clear,0.9596,0.9596,0.0107,0.0013,0.0173,0.0111,location_other,Day,199,40,2018-03-16,Friday,8,08:56:20,segment-3915587593663172342_10_000_30_000_with_camera_labels.tfrecord
val,4013125682946523088_3540_000_3560_000,sunny,rain/storm,0.9484,0.004,0.0311,0.0024,0.9484,0.014,location_sf,Day,198,20,2019-02-07,Thursday,12,12:09:44,segment-4013125682946523088_3540_000_3560_000_with_camera_labels.tfrecord
val,4195774665746097799_7300_960_7320_960,sunny,sun/clear,0.6803,0.6803,0.0535,0.0065,0.2057,0.054,location_phx,Day,199,50,2017-10-13,Friday,16,16:09:35,segment-4195774665746097799_7300_960_7320_960_with_camera_labels.tfrecord
val,4246537812751004276_1560_000_1580_000,sunny,sun/clear,0.5171,0.5171,0.0461,0.0048,0.3909,0.041,location_sf,Dawn/Dusk,199,30,2019-03-15,Friday,7,07:08:27,segment-4246537812751004276_1560_000_1580_000_with_camera_labels.tfrecord
val,4409585400955983988_3500_470_3520_470,sunny,rain/storm,0.6186,0.0047,0.2952,0.0223,0.6186,0.0593,location_phx,Dawn/Dusk,199,30,2017-10-04,Wednesday,18,18:05:28,segment-4409585400955983988_3500_470_3520_470_with_camera_labels.tfrecord
val,4423389401016162461_4235_900_4255_900,sunny,rain/storm,0.6071,0.3046,0.0402,0.006,0.6071,0.0421,location_phx,Day,198,30,2017-10-28,Saturday,15,15:18:37,segment-4423389401016162461_4235_900_4255_900_with_camera_labels.tfrecord
val,4426410228514970291_1620_000_1640_000,sunny,cloudy/overcast,0.5768,0.2195,0.5768,0.0895,0.1124,0.0018,location_sf,Night,198,20,2019-03-14,Thursday,19,19:48:46,segment-4426410228514970291_1620_000_1640_000_with_camera_labels.tfrecord
val,447576862407975570_4360_000_4380_000,sunny,rain/storm,0.8597,0.006,0.0432,0.0626,0.8597,0.0285,location_sf,Day,198,30,2019-02-13,Wednesday,10,10:10:47,segment-447576862407975570_4360_000_4380_000_with_camera_labels.tfrecord
val,4490196167747784364_616_569_636_569,sunny,rain/storm,0.6716,0.0528,0.0222,0.0151,0.6716,0.2383,location_phx,Day,198,50,2017-11-08,Wednesday,14,14:08:37,segment-4490196167747784364_616_569_636_569_with_camera_labels.tfrecord
val,4575389405178805994_4900_000_4920_000,sunny,sun/clear,0.5838,0.5838,0.0504,0.0052,0.3015,0.0592,location_sf,Day,199,30,2018-12-13,Thursday,10,10:08:36,segment-4575389405178805994_4900_000_4920_000_with_camera_labels.tfrecord
val,4612525129938501780_340_000_360_000,sunny,rain/storm,0.8918,0.0001,0.0017,0.0019,0.8918,0.1045,location_sf,Day,199,40,2019-01-17,Thursday,9,09:52:01,segment-4612525129938501780_340_000_360_000_with_camera_labels.tfrecord
val,4690718861228194910_1980_000_2000_000,sunny,sun/clear,0.8992,0.8992,0.0346,0.0008,0.04,0.0253,location_sf,Day,199,30,2019-03-15,Friday,16,16:52:50,segment-4690718861228194910_1980_000_2000_000_with_camera_labels.tfrecord
val,4759225533437988401_800_000_820_000,sunny,rain/storm,0.9184,0.005,0.0344,0.0189,0.9184,0.0233,location_sf,Day,198,30,2019-05-07,Tuesday,17,17:53:14,segment-4759225533437988401_800_000_820_000_with_camera_labels.tfrecord
val,4764167778917495793_860_000_880_000,sunny,rain/storm,0.929,0.0003,0.0041,0.0042,0.929,0.0624,location_sf,Day,199,20,2019-05-14,Tuesday,19,19:15:32,segment-4764167778917495793_860_000_880_000_with_camera_labels.tfrecord
val,4816728784073043251_5273_410_5293_410,sunny,rain/storm,0.4298,0.1038,0.3481,0.1143,0.4298,0.004,location_phx,Night,196,30,2017-10-25,Wednesday,18,18:16:26,segment-4816728784073043251_5273_410_5293_410_with_camera_labels.tfrecord
val,4854173791890687260_2880_000_2900_000,sunny,rain/storm,0.783,0.0205,0.0826,0.0244,0.783,0.0894,location_sf,Day,199,30,2018-11-29,Thursday,12,12:48:30,segment-4854173791890687260_2880_000_2900_000_with_camera_labels.tfrecord
val,5183174891274719570_3464_030_3484_030,sunny,sun/clear,0.9261,0.9261,0.0378,0.0063,0.0174,0.0125,location_phx,Day,199,40,2017-11-11,Saturday,15,15:39:59,segment-5183174891274719570_3464_030_3484_030_with_camera_labels.tfrecord
val,5289247502039512990_2640_000_2660_000,sunny,rain/storm,0.8022,0.0274,0.0904,0.0731,0.8022,0.007,location_sf,Night,198,20,2019-01-14,Monday,18,18:04:58,segment-5289247502039512990_2640_000_2660_000_with_camera_labels.tfrecord
val,5302885587058866068_320_000_340_000,sunny,rain/storm,0.4114,0.1014,0.24,0.1148,0.4114,0.1324,location_sf,Day,199,20,2019-05-21,Tuesday,16,16:21:50,segment-5302885587058866068_320_000_340_000_with_camera_labels.tfrecord
val,5372281728627437618_2005_000_2025_000,sunny,sun/clear,0.9673,0.9673,0.0137,0.0028,0.0076,0.0086,location_phx,Day,198,40,2018-04-03,Tuesday,12,12:45:50,segment-5372281728627437618_2005_000_2025_000_with_camera_labels.tfrecord
val,5373876050695013404_3817_170_3837_170,sunny,sun/clear,0.9926,0.9926,0.0044,0.0004,0.0009,0.0018,location_phx,Day,197,30,2017-11-09,Thursday,15,15:03:39,segment-5373876050695013404_3817_170_3837_170_with_camera_labels.tfrecord
val,5574146396199253121_6759_360_6779_360,sunny,rain/storm,0.7342,0.0179,0.0436,0.0073,0.7342,0.197,location_other,Day,196,30,2017-10-04,Wednesday,18,18:02:16,segment-5574146396199253121_6759_360_6779_360_with_camera_labels.tfrecord
val,5772016415301528777_1400_000_1420_000,sunny,rain/storm,0.8736,0.0003,0.0017,0.0083,0.8736,0.1161,location_sf,Dawn/Dusk,198,30,2019-01-30,Wednesday,17,17:14:13,segment-5772016415301528777_1400_000_1420_000_with_camera_labels.tfrecord
val,5832416115092350434_60_000_80_000,sunny,rain/storm,0.8797,0.0048,0.0198,0.0041,0.8797,0.0916,location_sf,Day,198,30,2019-05-14,Tuesday,15,15:43:41,segment-5832416115092350434_60_000_80_000_with_camera_labels.tfrecord
val,5847910688643719375_180_000_200_000,sunny,rain/storm,0.7616,0.0003,0.0052,0.0049,0.7616,0.2281,location_sf,Day,198,30,2019-01-28,Monday,16,16:41:27,segment-5847910688643719375_180_000_200_000_with_camera_labels.tfrecord
val,5990032395956045002_6600_000_6620_000,sunny,sun/clear,0.7974,0.7974,0.0398,0.0037,0.1232,0.0359,location_sf,Day,199,30,2019-03-15,Friday,18,18:09:50,segment-5990032395956045002_6600_000_6620_000_with_camera_labels.tfrecord
val,6001094526418694294_4609_470_4629_470,sunny,sun/clear,0.9697,0.9697,0.0105,0.0008,0.0068,0.0122,location_phx,Day,198,20,2017-10-04,Wednesday,15,15:22:39,segment-6001094526418694294_4609_470_4629_470_with_camera_labels.tfrecord
val,6074871217133456543_1000_000_1020_000,sunny,rain/storm,0.8137,0.0155,0.057,0.039,0.8137,0.0749,location_sf,Day,197,30,2019-03-21,Thursday,9,09:04:16,segment-6074871217133456543_1000_000_1020_000_with_camera_labels.tfrecord
val,6161542573106757148_585_030_605_030,sunny,rain/storm,0.9565,0.0054,0.0085,0.004,0.9565,0.0255,location_other,Day,198,20,2017-10-15,Sunday,16,16:05:45,segment-6161542573106757148_585_030_605_030_with_camera_labels.tfrecord
val,6183008573786657189_5414_000_5434_000,sunny,foggy/hazy,0.696,0.0027,0.0422,0.696,0.146,0.113,location_phx,Day,199,40,2018-04-12,Thursday,15,15:35:22,segment-6183008573786657189_5414_000_5434_000_with_camera_labels.tfrecord
val,6324079979569135086_2372_300_2392_300,sunny,sun/clear,0.6366,0.6366,0.0356,0.0049,0.261,0.0618,location_other,Day,197,30,2017-10-02,Monday,16,16:51:30,segment-6324079979569135086_2372_300_2392_300_with_camera_labels.tfrecord
val,6491418762940479413_6520_000_6540_000,sunny,foggy/hazy,0.3576,0.1886,0.3335,0.3576,0.108,0.0122,location_phx,Dawn/Dusk,199,30,2018-02-14,Wednesday,18,18:26:44,segment-6491418762940479413_6520_000_6540_000_with_camera_labels.tfrecord
val,662188686397364823_3248_800_3268_800,sunny,rain/storm,0.3789,0.2578,0.2407,0.0175,0.3789,0.1051,location_phx,Day,199,30,2017-10-02,Monday,15,15:55:42,segment-662188686397364823_3248_800_3268_800_with_camera_labels.tfrecord
val,6637600600814023975_2235_000_2255_000,sunny,sun/clear,0.9553,0.9553,0.0254,0.0022,0.0078,0.0093,location_phx,Day,199,20,2017-10-26,Thursday,10,10:56:26,segment-6637600600814023975_2235_000_2255_000_with_camera_labels.tfrecord
val,6680764940003341232_2260_000_2280_000,sunny,rain/storm,0.6537,0.2167,0.0493,0.0045,0.6537,0.0758,location_sf,Day,198,30,2019-03-15,Friday,16,16:57:30,segment-6680764940003341232_2260_000_2280_000_with_camera_labels.tfrecord
val,6707256092020422936_2352_392_2372_392,sunny,sun/clear,0.809,0.809,0.0365,0.0015,0.1288,0.0241,location_phx,Day,198,20,2017-10-26,Thursday,11,11:23:04,segment-6707256092020422936_2352_392_2372_392_with_camera_labels.tfrecord
val,7119831293178745002_1094_720_1114_720,sunny,sun/clear,0.9833,0.9833,0.0119,0.0004,0.0017,0.0027,location_phx,Day,198,30,2017-11-16,Thursday,14,14:41:47,segment-7119831293178745002_1094_720_1114_720_with_camera_labels.tfrecord
val,7163140554846378423_2717_820_2737_820,sunny,sun/clear,0.944,0.944,0.0466,0.0031,0.0035,0.0028,location_phx,Day,199,20,2017-10-05,Thursday,15,15:19:16,segment-7163140554846378423_2717_820_2737_820_with_camera_labels.tfrecord
val,7253952751374634065_1100_000_1120_000,sunny,rain/storm,0.9637,0.0002,0.0016,0.0051,0.9637,0.0294,location_sf,Day,199,30,2019-04-03,Wednesday,8,08:46:31,segment-7253952751374634065_1100_000_1120_000_with_camera_labels.tfrecord
val,7493781117404461396_2140_000_2160_000,sunny,rain/storm,0.4364,0.1039,0.3855,0.016,0.4364,0.0581,location_sf,Day,199,30,2019-05-29,Wednesday,16,16:24:41,segment-7493781117404461396_2140_000_2160_000_with_camera_labels.tfrecord
val,7650923902987369309_2380_000_2400_000,sunny,rain/storm,0.8371,0.0523,0.0726,0.0023,0.8371,0.0356,location_sf,Day,198,20,2019-04-01,Monday,17,17:16:55,segment-7650923902987369309_2380_000_2400_000_with_camera_labels.tfrecord
val,7732779227944176527_2120_000_2140_000,sunny,snow/frosty,0.6631,0.0187,0.1169,0.1567,0.0447,0.6631,location_sf,Day,199,20,2019-05-29,Wednesday,16,16:24:21,segment-7732779227944176527_2120_000_2140_000_with_camera_labels.tfrecord
val,7799643635310185714_680_000_700_000,sunny,rain/storm,0.76,0.0277,0.0561,0.0076,0.76,0.1486,location_sf,Day,198,29,2019-05-15,Wednesday,15,15:52:33,segment-7799643635310185714_680_000_700_000_with_camera_labels.tfrecord
val,7932945205197754811_780_000_800_000,sunny,sun/clear,0.8136,0.8136,0.0376,0.0029,0.1288,0.0171,location_sf,Day,198,30,2019-03-15,Friday,16,16:18:16,segment-7932945205197754811_780_000_800_000_with_camera_labels.tfrecord
val,7988627150403732100_1487_540_1507_540,sunny,sun/clear,0.8938,0.8938,0.027,0.0045,0.0394,0.0353,location_other,Day,199,40,2017-10-26,Thursday,11,11:40:39,segment-7988627150403732100_1487_540_1507_540_with_camera_labels.tfrecord
val,8079607115087394458_1240_000_1260_000,sunny,rain/storm,0.8744,0.0003,0.002,0.0042,0.8744,0.1192,location_sf,Day,198,30,2019-05-07,Tuesday,14,14:40:57,segment-8079607115087394458_1240_000_1260_000_with_camera_labels.tfrecord
val,8133434654699693993_1162_020_1182_020,sunny,sun/clear,0.5363,0.5363,0.2019,0.1083,0.1293,0.0241,location_phx,Day,198,30,2017-11-22,Wednesday,16,16:15:35,segment-8133434654699693993_1162_020_1182_020_with_camera_labels.tfrecord
val,8137195482049459160_3100_000_3120_000,sunny,rain/storm,0.8064,0.0005,0.0049,0.0231,0.8064,0.1652,location_sf,Day,199,30,2019-05-15,Wednesday,16,16:20:16,segment-8137195482049459160_3100_000_3120_000_with_camera_labels.tfrecord
val,8302000153252334863_6020_000_6040_000,sunny,snow/frosty,0.5333,0.0002,0.005,0.0022,0.4593,0.5333,location_sf,Day,199,30,2019-05-08,Wednesday,7,07:51:26,segment-8302000153252334863_6020_000_6040_000_with_camera_labels.tfrecord
val,8331804655557290264_4351_740_4371_740,sunny,sun/clear,0.5813,0.5813,0.0411,0.0105,0.2364,0.1307,location_phx,Day,199,40,2017-10-13,Friday,17,17:09:54,segment-8331804655557290264_4351_740_4371_740_with_camera_labels.tfrecord
val,8398516118967750070_3958_000_3978_000,sunny,rain/storm,0.7347,0.0007,0.0136,0.1929,0.7347,0.0579,location_other,Day,199,20,2018-01-09,Tuesday,11,11:09:08,segment-8398516118967750070_3958_000_3978_000_with_camera_labels.tfrecord
val,8506432817378693815_4860_000_4880_000,sunny,rain/storm,0.9836,0.0004,0.0032,0.0022,0.9836,0.0106,location_sf,Day,198,30,2019-05-14,Tuesday,11,11:09:10,segment-8506432817378693815_4860_000_4880_000_with_camera_labels.tfrecord
val,8679184381783013073_7740_000_7760_000,sunny,rain/storm,0.8112,0.0337,0.0943,0.0537,0.8112,0.007,location_sf,Night,198,30,2018-11-09,Friday,18,18:14:18,segment-8679184381783013073_7740_000_7760_000_with_camera_labels.tfrecord
val,8845277173853189216_3828_530_3848_530,sunny,rain/storm,0.5323,0.0027,0.0473,0.0481,0.5323,0.3696,location_phx,Dawn/Dusk,196,20,2017-10-25,Wednesday,17,17:12:43,segment-8845277173853189216_3828_530_3848_530_with_camera_labels.tfrecord
val,8888517708810165484_1549_770_1569_770,sunny,sun/clear,0.5545,0.5545,0.1753,0.0398,0.1825,0.0479,location_phx,Day,199,20,2017-10-24,Tuesday,15,15:06:43,segment-8888517708810165484_1549_770_1569_770_with_camera_labels.tfrecord
val,8907419590259234067_1960_000_1980_000,sunny,rain/storm,0.69,0.0276,0.1282,0.0154,0.69,0.1388,location_sf,Day,198,30,2019-05-08,Wednesday,10,10:19:54,segment-8907419590259234067_1960_000_1980_000_with_camera_labels.tfrecord
val,89454214745557131_3160_000_3180_000,sunny,rain/storm,0.6298,0.0621,0.1335,0.0922,0.6298,0.0825,location_sf,Day,199,30,2019-05-15,Wednesday,16,16:21:16,segment-89454214745557131_3160_000_3180_000_with_camera_labels.tfrecord
val,8956556778987472864_3404_790_3424_790,sunny,snow/frosty,0.5553,0.0613,0.0678,0.0154,0.3001,0.5553,location_phx,Day,197,30,2017-12-16,Saturday,12,12:00:21,segment-8956556778987472864_3404_790_3424_790_with_camera_labels.tfrecord
val,902001779062034993_2880_000_2900_000,sunny,rain/storm,0.7242,0.1319,0.0727,0.0025,0.7242,0.0687,location_sf,Day,198,30,2019-03-26,Tuesday,12,12:32:44,segment-902001779062034993_2880_000_2900_000_with_camera_labels.tfrecord
val,9024872035982010942_2578_810_2598_810,sunny,rain/storm,0.7466,0.1968,0.0413,0.0029,0.7466,0.0124,location_other,Day,198,30,2017-11-06,Monday,15,15:00:06,segment-9024872035982010942_2578_810_2598_810_with_camera_labels.tfrecord
val,9041488218266405018_6454_030_6474_030,sunny,sun/clear,0.8056,0.8056,0.1181,0.006,0.0541,0.0163,location_phx,Dawn/Dusk,198,19,2017-10-25,Wednesday,17,17:56:29,segment-9041488218266405018_6454_030_6474_030_with_camera_labels.tfrecord
val,9114112687541091312_1100_000_1120_000,sunny,rain/storm,0.7565,0.0049,0.041,0.0292,0.7565,0.1684,location_sf,Dawn/Dusk,197,29,2018-12-06,Thursday,16,16:58:44,segment-9114112687541091312_1100_000_1120_000_with_camera_labels.tfrecord
val,9164052963393400298_4692_970_4712_970,sunny,rain/storm,0.7557,0.0527,0.1202,0.066,0.7557,0.0054,location_phx,Night,199,20,2018-01-23,Tuesday,21,21:45:21,segment-9164052963393400298_4692_970_4712_970_with_camera_labels.tfrecord
val,9231652062943496183_1740_000_1760_000,sunny,rain/storm,0.8539,0.0023,0.0106,0.0242,0.8539,0.109,location_sf,Day,198,30,2019-05-07,Tuesday,18,18:08:54,segment-9231652062943496183_1740_000_1760_000_with_camera_labels.tfrecord
val,9243656068381062947_1297_428_1317_428,sunny,sun/clear,0.8922,0.8922,0.0312,0.0045,0.0602,0.0119,location_phx,Day,198,60,2017-10-23,Monday,14,14:23:18,segment-9243656068381062947_1297_428_1317_428_with_camera_labels.tfrecord
val,9265793588137545201_2981_960_3001_960,sunny,rain/storm,0.5624,0.0611,0.1772,0.1167,0.5624,0.0825,location_phx,Dawn/Dusk,198,20,2017-10-03,Tuesday,17,17:36:50,segment-9265793588137545201_2981_960_3001_960_with_camera_labels.tfrecord
val,933621182106051783_4160_000_4180_000,sunny,rain/storm,0.9273,0.0003,0.0118,0.0454,0.9273,0.0152,location_sf,Day,198,30,2018-11-29,Thursday,10,10:37:50,segment-933621182106051783_4160_000_4180_000_with_camera_labels.tfrecord
val,9443948810903981522_6538_870_6558_870,sunny,sun/clear,0.9351,0.9351,0.0283,0.0005,0.0339,0.0022,location_phx,Day,199,30,2017-10-10,Tuesday,13,13:02:53,segment-9443948810903981522_6538_870_6558_870_with_camera_labels.tfrecord
val,9472420603764812147_850_000_870_000,sunny,rain/storm,0.4283,0.1383,0.2004,0.0087,0.4283,0.2243,location_other,Day,198,30,2018-03-01,Thursday,9,09:34:06,segment-9472420603764812147_850_000_870_000_with_camera_labels.tfrecord
